,Order ID,Package ID,Quantity,SKU Subtotal After Discount,SKU Unit Original Price,SKU Subtotal Before Discount,Sku Quantity of return,Seller SKU
0,582842497552581968,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
1,582842361247204456,1187749005812008040,1,44.0,110.0,110.0,0,21011-41
2,582841805697353604,1187744398505052036,1,29.7,110.0,110.0,0,21009-40
3,582841574826018761,1187745633354155977,1,29.7,110.0,110.0,1,21011-41
4,582840897842283785,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
5,582840802944058412,1187735562681615404,1,10.8,20.0,20.0,0,AS-F-Preto-Cereja -35-40
6,582840465183770438,1187733606725748550,2,17.95,17.0,34.0,0,PEBCN-BBML 12-24-12-24
7,582840426520282538,Cancelado,1,32.4,90.0,90.0,1,ME-10-Cachorro- Caramelo-35-40
8,582840430667859404,1187732632812422604,1,39.6,110.0,110.0,0,21009-44
9,582840393362408920,1187732570653361624,1,39.6,110.0,110.0,0,21007-41
10,582840153926829719,1187730980252583575,1,32.4,90.0,90.0,0,ME-10-Robô-35-40
11,582839406852081285,1187729974708242053,1,19.98,37.0,37.0,0,SQ-EFCA-ALEATÓRIO-6PARES
12,582839661571442485,1187728744668825397,1,39.6,110.0,110.0,0,21011-43
13,582839347908413236,1187726790665406260,1,43.2,80.0,80.0,0,21014-45
14,582838931294160617,1187724927705843433,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
15,582838554994771084,1187723124192085132,1,38.41,110.0,110.0,0,21008-38
16,582838521953289344,Cancelado,1,10.8,20.0,20.0,1,HM-BAF-Preto-35-41
17,582838439614645538,1187722247347995938,1,11.34,21.0,21.0,0,QS-LM-VC01-Azul-Fosco -35-40
18,582838340360111125,1187721956280992789,1,38.41,110.0,110.0,0,21011-43
19,582837944427382090,1187720028053931338,1,10.8,20.0,20.0,0,AS-F-Rosa-Morango -35-40
20,582837987880765312,1187720456093992832,1,38.41,110.0,110.0,0,210007-40
21,582837813804565800,Cancelado,1,39.6,110.0,110.0,1,21011-43
22,582837748650575064,1187718531123610840,1,10.56,20.0,20.0,0,AS-F-Cinza-Floco-De-Neve-35-40
23,582837748650575064,1187718531123610840,1,10.56,20.0,20.0,0,AS-F-Preto-Cereja -35-40
24,582837748650575064,1187718531123610840,1,10.56,20.0,20.0,0,AS-F-Rosa-Morango -35-40
25,582837658392626761,1187717753226888777,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
26,582837436289746157,1187717031372752109,1,42.68,110.0,110.0,0,21011-44
27,582837310974887191,Cancelado,1,39.6,110.0,110.0,1,21007-41
28,582837287722910904,1187716249937872056,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
29,582837162870015642,1187716367313831578,1,39.6,110.0,110.0,0,210007-40
30,582837118387587004,1187715710158997436,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
31,582836878349731121,1187714434962523441,1,39.6,110.0,110.0,0,21009-41
32,582836551967081759,1187713028949181727,1,39.6,110.0,110.0,0,210007-40
33,582836305962959881,Cancelado,1,42.68,110.0,110.0,1,21007-41
34,582835770593675016,1187709956958095112,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
35,582834926937212612,1187706646655960772,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
36,582834899660539698,Cancelado,1,34.92,90.0,90.0,1,ME-10-Coelho-35-40
37,582834880128321330,Cancelado,1,31.43,90.0,90.0,1,ME-10-Cachorro- Caramelo-35-40
38,582833567058003753,1187703794128226089,1,0.0,0.0,0.0,0,ME-10-COELHO-COELHO-ROSA-2PAR
39,582833708507170631,1187699435736631111,1,32.4,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
40,582832924529427636,1187695034180666548,1,39.6,110.0,110.0,0,21009-41
41,582832708735961021,1187694478692091837,1,39.6,110.0,110.0,1,21006-36
42,582831639482042351,1187691490494941167,1,0.0,0.0,0.0,0,21007-39
43,582831338491840144,1187691650884339344,1,0.0,0.0,0.0,0,ME-10-Esquilo-35-40
44,582831639468279201,1187690922993550753,1,0.0,0.0,0.0,0,MALG-MC-1-Preto-40-46
45,582831639465526610,1187690792344257874,1,0.0,0.0,0.0,0,QS-LM-VC01-Rosa-35-40
46,582832237595428478,Cancelado,1,39.6,110.0,110.0,1,21007-41
47,582831727321580827,1187687675998864667,1,32.4,90.0,90.0,0,ME-10-Coelho-35-40
48,582830599013369024,1187678641736811712,1,39.6,110.0,110.0,0,21007-41
49,582826696425571353,1187644815235056665,1,39.6,110.0,110.0,0,21007-41
50,582825217528202368,Cancelado,1,10.56,20.0,20.0,1,AS-F-Cinza-Coracoes -35-40
51,582825217528202368,Cancelado,1,10.56,20.0,20.0,1,AS-F-Preto-Cereja -35-40
52,582825067359798347,1187631650502902859,1,32.4,90.0,90.0,0,ME-10-Coelho-35-40
53,582824158826694183,1187623870762812967,1,32.4,90.0,90.0,0,ME-10-Coelho-35-40
54,582823409778787948,1187675629811238508,1,11.34,21.0,21.0,0,QS-LM-VC01-Ciano-35-40
55,582822036492093060,1187601207797843588,1,32.4,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
56,582821996150228595,1187601602829387379,1,7.4,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
57,582821990700451419,1187600629712127579,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
58,582821722785612997,1187598376302707909,1,39.42,73.0,73.0,0,21003-38
59,582821327736964522,1187594888657733034,1,31.68,90.0,90.0,0,ME-10-Coelho-35-40
60,582821327736964522,1187594888657733034,1,31.68,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
61,582821349068081151,1187594612170065919,2,17.95,17.0,34.0,0,PEBCN-BBML 12-24-12-24
62,582821019469907516,1187592485426071100,1,31.68,90.0,90.0,0,ME-10-Coelho-35-40
63,582821019469907516,1187592485426071100,1,31.68,90.0,90.0,0,ME-10-Cachorro-Bulldog-35-40
64,582820987898136443,1187592212325697403,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
65,582820713205892779,1187590767897773739,1,28.8,48.0,48.0,0,HM-BAF-Preto-35-41*3
66,582820571627292346,1187589965474072250,2,17.95,17.0,34.0,0,PEBCN-BBML 12-24-12-24
67,582820514182694312,1187589694921409960,1,39.6,110.0,110.0,0,21007-38
68,582820457349415969,1187589056844956705,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
69,582819914212345515,Cancelado,1,10.56,20.0,20.0,1,HM-BAF-Chumbo -35-41
70,582819914212345515,Cancelado,1,10.56,20.0,20.0,1,HM-BAF-Preto-35-41
71,582819844974478886,1187586257547200038,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
72,582819820057167770,1187585892418095002,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
73,582819779401713583,1187585661534963631,1,31.43,90.0,90.0,0,ME-10-Coelho-35-40
74,582819467619174176,1187584000897746720,5,44.37,17.0,85.0,0,PEBCN-BBML 12-24-12-24
75,582819445977351617,1187583818071246273,1,32.4,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
76,582819328590579079,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
77,582818429475391260,1187582627682223900,1,0.0,0.0,0.0,0,21003-40
78,582818429475325683,1187582803651823347,1,0.0,0.0,0.0,0,21002-41
79,582818192141354820,1187582804296238916,1,0.0,0.0,0.0,0,ME-10-Coelho-35-40
80,582818429474604890,1187582803681511258,1,0.0,0.0,0.0,0,21003-37
81,582818429474276443,1187582622760797275,1,0.0,0.0,0.0,0,LG-M01-12-PARES
82,582818192137356816,1187582617718326800,1,0.0,0.0,0.0,0,ME-10-2PARES-SORTIDA-FEMIN
83,582818429463267030,1187582617454151382,1,0.0,0.0,0.0,0,21007-41
84,582818429460055354,1187582759635551546,1,0.0,0.0,0.0,0,21004-37
85,582818429460055354,1187582759635551546,1,0.0,0.0,0.0,0,AS-F-Preto-Donuts-35-40
86,582818429459793370,1187582618361365978,1,0.0,0.0,0.0,0,21080-37-38
87,582818192134670045,1187582664286176989,1,0.0,0.0,0.0,0,LG-M01-12-PARES
88,582818429468575345,1187582664875935345,1,0.0,0.0,0.0,0,ME-10-Cachorro-Bulldog-35-40
89,582819241392112762,1187582789453251706,1,31.68,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
90,582819241392112762,1187582789453251706,1,31.68,90.0,90.0,0,ME-10-Coelho-35-40
91,582818429442819229,1187582506051536029,1,0.0,0.0,0.0,0,21003-36
92,582818429442557266,1187582305792918866,1,0.0,0.0,0.0,0,ME-10-Esquilo-32-40-1 Par
93,582818429442557266,1187582305792918866,1,0.0,0.0,0.0,0,21006-37
94,582819102150067837,1187581613662897789,1,24.4,90.0,90.0,0,ME-10-Coelho-35-40
95,582819043369387697,1187718957069010609,1,15.5,150.0,150.0,0,ME-10-2PARES-SORTIDA-MASCU
96,582818650842564578,1187579951468546018,1,12.6,21.0,21.0,0,QS-LM-F02-35-40-Azul
97,582818650842564578,1187579951468546018,1,59.5,85.0,85.0,1,ME-10-1 De cada total 3-32-40-3 Pares
98,582818554846020864,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
99,582816698191414820,1187578374971033124,1,0.0,0.0,0.0,0,ME-10-Cachorro- Caramelo-35-40
100,582816698186565021,1187578374844417437,1,0.0,0.0,0.0,0,ME-10-Cachorro- Caramelo-35-40
101,582816698186368553,1187578467523266089,1,0.0,0.0,0.0,0,ME-10-COEL-CARAMELOO-CACH-ROS-DOC-4PAR
102,582817402623526274,1187578254907311490,1,0.0,0.0,0.0,0,ME-10-Coelho-32-40-1 Par
103,582817402623526274,1187578254907311490,1,0.0,0.0,0.0,0,MALG-MC-1-Branco-40-46
104,582817402605700798,1187578064238511806,1,0.0,0.0,0.0,0,AS-F-Rosa-Morango -35-40
105,582816698174638018,1187577953738786754,1,0.0,0.0,0.0,0,21001-36
106,582817402604193494,1187577953701430998,1,0.0,0.0,0.0,0,MALG-M01-Cinza-38-46-12 Pares
107,582816698174047546,1187578136151426362,1,0.0,0.0,0.0,0,ME-10-SEREIA
108,582816698174047546,1187578136151426362,1,0.0,0.0,0.0,0,SPS-M01-Preto-35-40*6
109,582816698173850890,1187578135919953162,1,0.0,0.0,0.0,0,MALG-M01-Verde-38-46-6 Pares
110,582817402600195546,1187578136253138394,1,0.0,0.0,0.0,0,SPTD-F-Lavanda-Rosa-Bebe-Cinza-35-40
111,582817402606225151,1187577953626130175,1,0.0,0.0,0.0,0,PC-CA-FX01
112,582816698172605865,1187577876275496361,1,0.0,0.0,0.0,0,MALG-MC-1-Preto-40-46
113,582817402596131931,1187577877331870811,1,0.0,0.0,0.0,0,MALG-MC-1-Preto-40-46
114,582817402596131931,1187577877331870811,1,0.0,0.0,0.0,0,SPS-M01-Preto-35-40*6
115,582817402596131931,1187577877331870811,1,0.0,0.0,0.0,0,CA-FX01-Cinza-Chumbo-35-40
116,582817402596131931,1187577877331870811,1,0.0,0.0,0.0,0,PC-CA-FX01
117,582816698170508626,1187578223541519698,1,0.0,0.0,0.0,0,MALG-MC-1-Branco-40-46
118,582816698170508626,1187578223541519698,1,0.0,0.0,0.0,0,MA-M-Branco-40-46-1 Par
119,582818408837842881,1187577838148618177,1,11.34,21.0,21.0,0,QS-LM-VC01-Pink -35-40
120,582817211807139433,1187571784631027305,1,49.5,110.0,110.0,0,21007-39
121,582816799261230429,1187570132489897309,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
122,582816533822146223,Cancelado,1,39.42,73.0,73.0,1,21003-39
123,582812537636226782,1187546040520312542,2,61.46,90.0,180.0,0,ME-10-Cachorro- Caramelo-35-40
124,582805383328008161,Cancelado,1,49.5,110.0,110.0,1,21007-40
125,582804908015256822,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
126,582803968056001991,1187467864610932167,2,21.12,20.0,40.0,0,HM-BAF-Preto-35-41
127,582803942260377340,1187467807216404220,1,49.5,110.0,110.0,1,21007-40
128,582803737986041341,1187465807821178365,1,49.5,110.0,110.0,0,210007-40
129,582803789569034237,1187465737166555133,1,10.56,20.0,20.0,0,AS-F-Preto-Cereja -35-40
130,582803789569034237,1187465737166555133,1,10.56,20.0,20.0,0,AS-F-Cinza-Floco-De-Neve-35-40
131,582803535524824817,1187462769869293297,1,38.24,73.0,73.0,0,21003-37
132,582802759348683786,1187457700452860938,1,49.5,110.0,110.0,0,21007-41
133,582802752149357863,1187455746016183591,1,37.12,110.0,110.0,0,21006-36
134,582802681986516070,1187455272644084838,1,31.43,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
135,582802507217405419,Cancelado,1,37.12,110.0,110.0,1,21007-38
136,582802394820478836,1187453141532641140,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
137,582802086229738953,1187451923551782345,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
138,582801856987694100,1187450582116893716,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
139,582801825468417199,1187450137301517487,1,32.4,90.0,90.0,0,ME-10-Coelho-35-40
140,582801316493428241,1187447838747952657,3,26.93,17.0,51.0,0,PEBCN-BBML 12-24-12-24
141,582801267216516725,1187447697118692981,1,49.5,110.0,110.0,0,21009-42
142,582801181642556996,1187447125675443780,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
143,582801094856508534,1187446519489594486,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
144,582800497235428362,1187442675007194122,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
145,582800271574271134,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
146,582799474046699248,1187437454702970608,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
147,582799349679752569,Cancelado,1,37.12,110.0,110.0,1,21011-43
148,582796945541531401,1187424762891044617,1,10.8,20.0,20.0,0,AS-F-Preto-Cereja -35-40
149,582796845391382335,1187424538002163519,1,39.42,73.0,73.0,0,21002-39
150,582795599141898152,1187418318034667432,1,10.56,20.0,20.0,0,AS-F-Cinza-Cupcake-35-40
151,582795599141898152,1187418318034667432,1,10.56,20.0,20.0,0,AS-F-Rosa-Morango -35-40
152,582795018029335952,1187414057132852624,1,32.4,90.0,90.0,0,ME-10-Coelho-35-40
153,582794352987243558,1187409765474010150,1,10.2,17.0,17.0,0,PEBCN-BBML 12-24-12-24
154,582794303935185958,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
155,582791718430475848,1187385153961559624,1,11.09,21.0,21.0,0,QS-LM-VC01-Ciano-35-40
156,582791718430475848,1187385153961559624,1,11.09,21.0,21.0,0,QS-LM-VC01-Verde-Musgo-35-40
157,582788086846162909,1187427524409526237,1,32.4,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
158,582787600330950264,1187349963815683704,1,49.5,110.0,110.0,0,21009-42
159,582787306200598143,1187346063841789567,1,31.48,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
160,582787097319277917,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
161,582786858765223426,1187341542839322114,1,37.12,110.0,110.0,0,21007-40
162,582786299448099989,Cancelado,2,84.48,80.0,160.0,2,21013-40
163,582786031243003345,1187332397584713169,1,28.08,53.0,53.0,0,PC-SQ-EMCA
164,582785409860601049,1187325124423812313,1,10.8,21.0,21.0,0,SQ-EMCA-Cinza-Preta-Branco-40-46
165,582784230036768096,1187317767441319264,1,42.66,150.0,150.0,0,ME-10-2PARES-SORTIDA-FEMIN
166,582783929956992139,1187316213208024203,1,30.54,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
167,582783865630787525,1187315860474660805,3,26.93,17.0,51.0,0,PEBCN-BBML 12-24-12-24
168,582783389040477501,1187313118058743101,1,10.79,21.0,21.0,0,QS-LM-VC01-Roxo -35-40
169,582783358062330963,1187312744212169811,1,10.8,20.0,20.0,0,AS-F-Rosa-Morango -35-40
170,582783344324347100,1187312546578072796,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
171,582783240591017426,1187312123894531538,1,10.56,20.0,20.0,0,AS-F-Cinza-Floco-De-Neve-35-40
172,582783240591017426,1187312123894531538,1,10.56,20.0,20.0,0,AS-F-Preto-Cereja -35-40
173,582783240591017426,1187312123894531538,1,10.56,20.0,20.0,0,AS-F-Rosa-Morango -35-40
174,582783059185206573,Cancelado,1,10.8,21.0,21.0,1,SQ-EMCA-Preta-Branca-Chumbo-40-46
175,582782987542693260,1187310282276046220,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
176,582782765897385688,1187308697667471064,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
177,582782715590903332,1187308725137081892,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
178,582782650371441971,1187308243120457011,1,30.54,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
179,582782281518843274,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
180,582782034725275232,1187305648160278112,1,10.8,21.0,21.0,0,SQ-EMCA-Preta-Branca-Chumbo-40-46
181,582781802566092667,1187303981479724923,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
182,582781491684935016,1187303156849411432,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
183,582780212415333586,Cancelado,1,31.48,90.0,90.0,1,ME-10-Cachorro-Rosa-35-40
184,582779909236360586,1187295531277583754,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
185,582779600853567392,1187294068133234592,2,17.95,17.0,34.0,0,PEBCN-BBML 12-24-12-24
186,582779570461378206,1187304192633898654,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
187,582779406934968067,1187293034864346883,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
188,582779201045891045,1187291968335284197,1,28.08,53.0,53.0,0,PC-SQ-EMCA
189,582778886375180279,1187289853487253495,1,31.48,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
190,582778412495046326,1187287177506424502,1,10.56,20.0,20.0,0,HM-BAF-Rosa-35-41
191,582778412495046326,1187287177506424502,1,10.56,20.0,20.0,0,HM-BAF-Chumbo -35-41
192,582778227892192659,Cancelado,1,9.18,17.0,17.0,1,PEBCN-BBML 12-24-12-24
193,582778032405252006,1187285326833420198,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
194,582778109882238514,1187285279398135346,1,10.56,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
195,582778109882238514,1187285279398135346,1,27.46,53.0,53.0,0,PC-SQ-EMCA
196,582777695629248397,1187283125667202957,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
197,582777363204179135,1187280578044462271,1,31.48,90.0,90.0,0,ME-10-Coelho-35-40
198,582776514257847951,1187279633895884431,1,0.0,0.0,0.0,1,21012-41
199,582776735570756944,1187280234550166864,1,0.0,0.0,0.0,0,ME-10-Cachorro-Rosa-35-40
200,582776735572067606,1187279537359258902,1,0.0,0.0,0.0,0,ME-10-Cachorro-Rosa-35-40
201,582776735566956380,1187280232804091740,1,0.0,0.0,0.0,0,ME-10-Cachorro-Laço-35-40
202,582776514236745623,1187279300303488919,1,0.0,0.0,0.0,0,ME-10-Coelho-35-40
203,582776735544214909,1187279792344040829,1,0.0,0.0,0.0,0,21008-39
204,582776735543822051,1187280004056712931,1,0.0,0.0,0.0,0,21003-36
205,582776514235958602,1187280004696147274,1,0.0,0.0,0.0,0,21001-38
206,582776735547623386,1187279300849534938,1,0.0,0.0,0.0,0,21011-43
207,582776735547229528,1187279300848682328,1,0.0,0.0,0.0,0,ME-10-Cachorro- Caramelo-35-40
208,582776735547033253,1187279603820627621,1,0.0,0.0,0.0,0,21002-37
209,582776735532615549,1187280003547039613,1,0.0,0.0,0.0,0,ME-10-Robô-35-40
210,582776735546574083,1187279507347309827,1,0.0,0.0,0.0,0,ME-10-COELHO-COELHO-ROSA-2PAR
211,582776735546574083,1187279507347309827,1,0.0,0.0,0.0,0,21082-35-36
212,582776514235238080,1187279604012910272,1,0.0,0.0,0.0,0,21001-40
213,582776735545853733,1187280201519630117,1,0.0,0.0,0.0,0,21003-37
214,582776514230257632,1187279506098063328,1,0.0,0.0,0.0,0,21003-37
215,582776514232943752,1187279792810853512,1,0.0,0.0,0.0,0,ME-10-Cachorro-Rosa-35-40
216,582776735531501545,1187279506708793321,1,0.0,0.0,0.0,0,ME-10-Coelho-35-40
217,582776735531435561,1187280201930671657,1,0.0,0.0,0.0,0,21008-36
218,582776514232550507,1187280199568557163,1,0.0,0.0,0.0,0,ME-10-Coelho-35-40
219,582776735522653598,1187279603380946334,1,0.0,0.0,0.0,0,21003-37
220,582776735543035863,1187280201579136983,1,0.0,0.0,0.0,0,ME-10-COELHO-COELHO-ROSA-2PAR
221,582776514229208294,1187279506522211558,1,0.0,0.0,0.0,0,ME-10-CORRIDA-SHARK-ROBO-3PAR
222,582776514205746714,1187279142203328026,1,0.0,0.0,0.0,0,SPS-M01-Preto-35-40*6
223,582776735497487377,1187279249032905745,1,0.0,0.0,0.0,0,QS-LM-VC01-Lilas -35-40
224,582776735486084866,1187279248497280770,1,0.0,0.0,0.0,1,21013-43
225,582776735476713242,1187278927512373018,1,0.0,0.0,0.0,0,ME-10-1 De cada total 3-32-40-3 Pares
226,582776830212015153,1187277524124730417,2,17.95,17.0,34.0,0,PEBCN-BBML 12-24-12-24
227,582776036468426442,Cancelado,1,28.08,53.0,53.0,1,PC-SQ-EMCA
228,582770534569313377,1187220494830437473,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
229,582770320589096919,1187217638314444759,1,55.0,110.0,110.0,0,21011-44
230,582770056521680463,1187216200378385999,1,28.08,53.0,53.0,1,PC-SQ-EMCA
231,582769656474207390,1187212597605139614,2,20.88,20.0,40.0,0,AS-F-Rosa-Hamster-35-40
232,582769656474207390,1187212597605139614,3,31.32,20.0,60.0,0,AS-F-Cinza-Coracoes -35-40
233,582769656474207390,1187212597605139614,2,20.88,20.0,40.0,0,AS-F-Preto-Donuts-35-40
234,582769656474207390,1187212597605139614,1,10.44,20.0,20.0,0,AS-F-Preto-Rena-35-40
235,582769656474207390,1187212597605139614,3,31.32,20.0,60.0,0,AS-F-Preto-Cereja -35-40
236,582769596425078421,1187211111349323413,1,10.8,21.0,21.0,0,SQ-EMCA-Branco-Chumbo-Cinza-40-46
237,582769450166289569,1187211187435308193,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
238,582769406385817032,Cancelado,1,39.42,73.0,73.0,1,21003-36
239,582769269248853430,1187209618931484086,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
240,582769242554074384,Cancelado,1,10.8,20.0,20.0,1,AS-F-Cinza-Coracoes -35-40
241,582769218371224597,1187207604602242069,1,10.56,20.0,20.0,0,AS-F-Rosa-Sorvete-35-40
242,582769218371224597,1187207604602242069,1,10.56,20.0,20.0,0,AS-F-Rosa-Algodao-Doce-35-40
243,582768818803345401,1187203295072454649,1,31.48,90.0,90.0,0,ME-10-Coelho-35-40
244,582768832869205749,Cancelado,2,21.12,21.0,42.0,2,SQ-EMCA-Chumbo-Cinza-Preta-40-46
245,582768689497408666,1187202119764182170,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
246,582768538522519363,1187199906219263811,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
247,582768457800845123,1187198063281735491,1,10.8,21.0,21.0,0,SQ-EMCA-Branco-Chumbo-Cinza-40-46
248,582768073508291653,1187194911513412677,3,35.25,21.0,63.0,0,QS-LM-VC01-Pink -35-40
249,582767865811535206,1187192317090170214,1,49.5,110.0,110.0,0,21007-36
250,582767642266404046,1187190739746522318,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
251,582767588019308242,Cancelado,1,10.8,21.0,21.0,1,SQ-EMCA-Branco-Chumbo-Cinza-40-46
252,582767603201967452,1187190066457249116,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
253,582767512726439568,1187189892991846032,1,31.48,90.0,90.0,0,ME-10-Robô-35-40
254,582767377230694308,1187188812318410660,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
255,582767329949615180,1187189018559808588,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
256,582767223218996252,1187188451232416796,1,10.8,20.0,20.0,0,HM-BAF-Preto-35-41
257,582767235339487131,Cancelado,1,10.8,21.0,21.0,1,SQ-EMCA-Branco-Chumbo-Cinza-40-46
258,582766967305111394,1187186504299284322,1,10.8,21.0,21.0,0,SQ-EMCA-Cinza-Preta-Branco-40-46
259,582766873203475946,1187186263614260714,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
260,582766872132289824,Cancelado,1,10.8,21.0,21.0,1,SQ-EMCA-Chumbo-Cinza-Preta-40-46
261,582766729064318098,1187185525041693842,1,9.18,17.0,17.0,0,PEBCN-BBML 12-24-12-24
262,582766611206670160,1187184861892806480,1,29.86,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
263,582766611206670160,1187184861892806480,1,29.85,90.0,90.0,0,ME-10-Coelho-35-40
264,582766610899240797,1187185037898712925,1,39.42,73.0,73.0,0,21001-37
265,582766402775647841,1187183836165277281,1,10.8,21.0,21.0,0,SQ-EMCA-Preta-Branca-Chumbo-40-46
266,582766394745652786,1187183726102873650,1,10.8,21.0,21.0,0,SQ-EMCA-Preta-Branca-Chumbo-40-46
267,582766257384949350,1187183029695972966,1,28.08,53.0,53.0,0,PC-SQ-EMCA
268,582766205481355242,1187186025865447402,1,28.08,53.0,53.0,0,PC-SQ-EMCA
269,582766176920962538,1187182556950463978,1,10.8,21.0,21.0,0,SQ-EMCA-Cinza-Preta-Branco-40-46
270,582766106873923014,1187182233627821510,1,31.48,90.0,90.0,0,ME-10-Cachorro- Caramelo-35-40
271,582766082278000183,Cancelado,1,10.8,21.0,21.0,1,SQ-EMCA-Branco-Chumbo-Cinza-40-46
272,582766045023732976,Cancelado,1,39.42,73.0,73.0,1,21003-38
273,582765995747280628,Cancelado,1,28.08,53.0,53.0,1,PC-SQ-EMCA
274,582765982428399008,1187185757272769952,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
275,582765817786435093,1187180525985236501,1,36.0,90.0,90.0,0,ME-10-Cachorro-Rosa-35-40
276,582765620431849290,1187179254154364746,2,21.12,21.0,42.0,0,SQ-EMCA-Cinza-Preta-Branco-40-46
277,582765596749563668,1187178869965817620,1,28.08,53.0,53.0,0,PC-SQ-EMCA
278,582765514185017226,1187178652261517194,1,10.8,21.0,21.0,0,SQ-EMCA-Preta-Branca-Chumbo-40-46
279,582765221579228247,1187176556954092631,1,12.0,21.0,21.0,0,SQ-EMCA-Cinza-Preta-Branco-40-46
280,582765078211822963,1187175873112343923,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
281,582764937429747692,1187174967578822636,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
282,582764802013627648,1187174693025973504,1,28.62,53.0,53.0,0,PC-SQ-EMCA
283,582764599786112889,1187173925471618937,1,10.8,21.0,21.0,0,SQ-EMCA-Chumbo-Cinza-Preta-40-46
284,582764587609392771,1187173755010582147,1,31.48,90.0,90.0,0,ME-10-Coelho-35-40
