,SKU,SKU Seller,Custo Médio
467,CK-21016-MARROM-46/47,CK-21016-MARROM-46/47,16.0
468,CK-21016-MARROM-46/47,21016,16.0
469,CK-21016-MARROM-46/47,CK-21016-MARROM-46/47,16.0
470,CK-21016-MARROM-44/45,CK-21016-MARROM-44/45,16.0
471,CK-21016-MARROM-42/43,CK-21016-MARROM-42/43,16.0
472,CK-21017-BRANCO-46/47,CK-21017-BRANCO-46/47,16.0
473,CK-21015-PRETO-40/41,21015,25.0
474,CK-21015-PRETO-46/47,21015,25.0
475,CK-21015-PRETO-46/47,21015,25.0
476,CK-21015-PRETO-44/45,CK-21015-PRETO-44/45,25.0
477,ME-10-Corrida-35-40,ME-10-Corrida-35-40,25.0
478,ME-10-Robô-35-40,ME-10-Robô-35-40,25.0
479,ME-10-Robô-35-40,ME-10-ROBO-1PAR,25.0
480,ME-10-Cachorro-Bulldog-35-40,ME-10-Cachorro-Bulldog-35-40,25.0
481,ME-10-Cachorro-Bulldog-35-40,ME-10-Bull Dog-33-40-1 Par,25.0
482,ME-10-Cachorro-Bulldog-35-40,ME-10-dog-35-40,25.0
483,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40,11.0
484,ME-10-Tubarão-35-40,ME-10-SHARK-1PAR,11.0
485,ME-10-Tubarão-35-40,ME-10-Shark-33-40-1 Par,11.0
486,ME-10-Esquilo-35-40,ME-10-Esquilo-35-40,11.0
487,ME-10-Esquilo-35-40,ME-10-Esquilo-33-40-1 Par,11.0
488,ME-10-Esquilo-35-40,ME-10-Esquilo-32-40-1 Par,11.0
489,ME-10-Esquilo-35-40,ME-10-Esquilo-32-40-1 Par,11.0
490,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40,11.0
491,ME-10-Coelho-Rosa-35-40,ME-10-COELHO-ROSA,11.0
492,ME-10-Cachorro-Laço-35-40,ME-10-Cachorro-Laço-35-40,11.0
493,ME-10-Cachorro-Laço-35-40,ME-10-CACHORRO LAÇO-1PAR,11.0
494,ME-10-Doce-35-40,ME-10-Doce-35-40,11.0
495,ME-10-Doce-35-40,ME-10-DOCE-1 PAR,11.0
496,ME-10-Doce-35-40,ME-10-Doce-32-40-1 Par,11.0
497,ME-10-Doce-35-40,ME-10-Doce-32-40-1 Par,11.0
498,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40,11.0
499,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40,11.0
500,MALG-M01-Preto-40-46*3,MALG-M01-Preta-38-46*3,12.503700000000002
501,MALG-M01-Preto-40-46*3,MALG-M01-Preta-38-46-3 Pares,12.503700000000002
502,MALG-M01-Preto-40-46*3,"MALG-M01-Preto-40-46
*3",12.503700000000002
503,MALG-M01-Preto-40-46*2,MALG-M01-Preta-38-46-2 Pares,8.3358
504,MALG-M01-Preto-40-46*2,MALG-M01-Preto-40-46*2,8.3358
505,MALG-M01-Preto-40-46*2,MALG-M01-Preto-40-46*2,8.3358
506,MALG-M01-Branco-40-46*3,MALG-M01-Branca-38-46*3,12.502500000000001
507,MALG-M01-Branco-40-46*3,MALG-M01-Branca-38-46-3 Pares,12.502500000000001
508,MALG-M01-Branco-40-46*3,MALG-M01-Branco-38-46-3 Pares,12.502500000000001
509,MALG-M01-Cinza-40-46*3,1733876668711142667,12.5031
510,MALG-M01-Cinza-40-46*3,MALG-M01-Cinza-escuro-40-46,12.5031
511,MALG-M01-Cinza-40-46*3,MALG-M01-Cinza-escuro-38-46,12.5031
512,MALG-M01-Cinza-40-46*3,MALG-M01-Cinza-escuro-38-46-3 Pares,12.5031
513,MALG-M01-Cinza-40-46*3,MALG-M01-Cinza-40-46*3pc,12.5031
514,SPS-M01-Branco-35-40*2,SPS-M01-Preto-35-40*2,2.5
515,SPS-M01-Preto-35-40*3,SPS-M01-Preto-35-40*3,3.7416
516,SPS-M01-Preto-35-40*2,SPS-M01-Preto-35-40*2,2.4944
517,PC-INL-C,PC-INL-C,39.0
518,SPT-MGC,SPT-MGC,11.0
519,SPT-MGC,SPT-MGC,11.0
520,PC-SP-MC,Kit-12-SP-MC-Sortidas-Kit 12 pares,35.964
521,SP-MC,SP-MC-Sortidas-Kit 3 Pares,11.0
522,SPS-M01-Cinza-35-40,SPS-M01-Cinza-35-40,11.0
523,SPS-M01-Cinza-35-40,SPS-M01-Cinza-35-40,11.0
524,SPS-M01-Preto-35-40,SPS-M01-Preto-35-40,27.0
525,SPS-M01-Branco-35-40,SPS-M01-Branco-35-40,27.0
526,SPS-M01-Branco-35-40,SPS-M01-Branco-35-40,27.0
527,23319,--23319-2 Pacotinho,25.0
528,PC-MALG-MC,MALG-MC-Cores Sortidas-40-46-Kit 12 Pares,50.865399999999994
529,21013-40,21013-38,27.0
530,21013-40,21013-40,27.0
531,21013-40,21013-40,27.0
532,21013-40,21013-40,27.0
533,21013-40,21013-40,27.0
534,21013-40,21013-40,27.0
535,21012-41,21012-41,18.0
536,21012-41,21012-41,18.0
537,21012-41,21012,18.0
538,21012-41,21012-41,18.0
539,21014-42,21014-42,18.0
540,21014-42,21014-42,18.0
541,21014-42,21014-42,18.0
542,21029-36,21029-36,18.0
543,21029-36,21029-36,18.0
544,21028-41,21028-41,18.0
545,21028-41,21028-41,18.0
546,21027-36,21027-36,18.0
547,21027-36,21027-36,18.0
548,21027-36,21027-36,18.0
549,21025-30-31,21025-30-31,25.0
550,21024-30-31,21024-30-31,5.4167
551,21023-34-35,21023-34-35,4.1678
552,21081-37-38,21081-37,4.0
553,21081-37-38,21081-38-,4.0
554,21079-37-38,21079-38,5.6667
555,FS-108-220V-Azul,FS-108-220V-Azul,5.6667
556,FS-108-220V-Azul,FS-108-220V-Verde,5.6667
557,FS-108-220V-Verde,FS-108-220V-Verde,5.6667
558,FS-108-220V-Verde,FS-108-220V-Verde,5.6667
559,FS-108-220V-Verde,MLB6058909960,5.6667
560,FS-108-110V-Azul,FS-108-110V-Azul,5.6667
561,FS-108-110V-Verde,FS-108-110V-Verde,5.6667
562,FS-108-110V-Verde,FS-108-110V-Verde,5.6667
563,FS-108-110V-Verde,FS-108-110V-Verde,5.6667
564,BCN-BBGF,BCN-BBGF,5.6667
565,BCN-BBGM-12-24,BCN-BBGM-12-24,25.0
566,NAT-INMD-4-6,NAT-INMD-4-6,25.0
567,NAT-INMD-4-6,NAT-INMD-4-6,25.0
568,NAT-INMD-4-6,NAT-INMD-4-6,25.0
569,NAT-PEBCN-0-12,NAT-PEBCN-0-12,25.1471
570,NAT-PEBCN-0-12,NAT-PEBCN-0-12,25.1471
571,NAT-PEBCN-0-12,NAT-PEBCN-0-12,25.1471
572,NAT-PEBCN-0-12,NAT-PEBCN-0-12,25.1471
573,PC-QS-LM-VC01,PC-QS-LM-VC01,72.0
574,PC-QS-LM-VC01,PC-QS-LM-VC01,72.0
575,PC-QS-LM-VC01,PC-QS-LM-VC01,72.0
576,PC-QS-LM-F02,PC-QS-LM-F02,72.0
577,PC-QS-LM-F02,PC-QS-LM-F02,72.0
578,PC-QS-LM-F02,QS-LM-F02-Aleatório-35-42-12 Pares,72.0
579,PC-AS-F,AS-F-Kit 12 Pares Sortidos-35-40,56.2392
580,PC-AS-F,AS-F-Kit 12 Pares Sortidos-35-40,56.2392
581,PC-MASG-MC,MASG-MC-Cores Sortidas-38-46-Kit 12 Pares,74.7202
582,PC-MASG-MC,MASG-MC-Cores Sortidas-38-46-Kit 12 Pares,74.7202
583,PC-MA-M,PC-MA-M,34.9987
584,PC-MA-M,PC-MA-M,34.9987
585,PC-CA-FX01,PC-CA-FX01,96.0
586,LS-003-Bege,LS-003-Bege,25.0
587,LS-003-Bege,LS-003-Bege,25.0
588,LS-003-Azul,LS-003-Azul,25.1429
589,LS-003-Azul,LS-003-Azul,25.1429
590,LS-003-Preta,LS-003-Preta,27.5
591,LS-003-Preta,LS-003-Preta,27.5
592,PC-LS-002,PC-LS-002,57.0
593,PC-LS-001,PC-LS-001,54.0
594,LS-002-Bege,LS-002-Bege,25.0
595,LS-002-Bege,LS-002-Bege,25.0
596,LS-002-Azul,LS-002-Azul,25.0
597,LS-002-Azul,LS-002-Azul,25.0
598,LS-002-Preta,LS-002-Preta,25.0
599,LS-002-Preta,LS-002-Preta,25.0
600,LS-001-Preta,LS-001-Preta,25.2632
601,LS-001-Preta,LS-001-Preta,25.2632
602,LS-001-Preta,LS-001-Preta,25.2632
603,LS-001-Azul,LS-001-Azul,25.0981
604,LS-001-Azul,LS-001-Azul,25.0981
605,LS-001-Bege,LS-001-Bege,25.0
606,LS-001-Bege,LS-001-Bege,25.0
607,PC-SPTD-FP,PC-SPTD-FP,15.0
608,PC-JSQ-BP,PC-JSQ-BP,11.5
609,CA-FX01-Preta-Branca-35-40,CA-FX01-Preta/Branca-35-40,27.0
610,SQ-M19-Cinza-Preta-Chumbo-40-46,SQ-M19-Cinza-Preta-Chumbo-40-46,27.0
611,SQ-M19-Cinza-Preta-Chumbo-40-46,SQ-M19-Cinza-Preta-Chumbo-40-46,27.0
612,SQ-M19-Preta-Chumbo-Branca-40-46,SQ-M19-Preta-Chumbo-Branca-40-46,33.0
613,SQ-M19-Preta-Chumbo-Branca-40-46,SQ-M19-Preta-Chumbo-Branca-40-46,33.0
614,SQ-M19-Chumbo-Branca-Cinza-40-46,SQ-M19-Chumbo-Branca-Cinza-40-46,33.0
615,SQ-M19-Chumbo-Branca-Cinza-40-46,SQ-M19-Chumbo-Branca-Cinza-40-46,33.0
616,SQ-M19-Branca-Cinza-Preta-40-46,SQ-M19-Branca-Cinza-Preta-40-46,33.0
617,SQ-M19-Branca-Cinza-Preta-40-46,SQ-M19-Branca-Cinza-Preta-40-46,33.0
618,SP-MB-40-46,SP-MB-40-46,27.0
619,JS-B-31-35,JS-B-31-35,27.0
620,INLG-B-15-19,INLG-B-15-19,27.0
621,INLG-B-15-19,INLG-B-15-19,27.0
622,SPT-RF07,SPT-RF07,33.0
623,SQ-EFC01-35-40,SQ-EFC01-35-40,33.0
624,SQ-FB-35-40,SQ-FB-35-40,30.0
625,SPTD-FP-35-40,SPTD-FP-Preto-35/40-Kit 3 Pares,30.0
626,SPT-FGD-03-35-40,SPT-FGD-03-35-40,30.0
627,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46,30.0
628,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46,30.0
629,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46,30.0
630,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-38-46-3 Pares,30.0
631,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46,30.0
632,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46,30.0
633,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo,30.0
634,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-38-46-3 Pares,30.0
635,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46,30.0
636,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46,30.0
637,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46,30.0
638,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46,30.0
639,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-38-46-6 Pares,30.0
640,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-38-46-3 Pares,30.0
641,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46,33.0
642,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46,33.0
643,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-38-46-3 Pares,33.0
644,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46,33.0
645,SP-MP-40-46,SP-MP-40-46,33.0
646,SP-MP-40-46,SP-MP-40-46,33.0
647,JSQ-BP-Preto-31-35,JSQ-BP-Preto-31-35,33.0
648,JSQ-BP-Preto-31-35,JSQ-BP-Preto-31-35,33.0
649,JSQ-BP-Branco-31-35,JSQ-BP-Branco-31-35,33.0
650,JSQ-BP-Branco-31-35,JSQ-BP-Branco-31-35,33.0
651,JSQ-BP-Branco-31-35,JSQ-BP-Branco-31-35,33.0
652,SPT-RF04-35-40,SPT-RF04-35-40,33.0
653,SQ-MB-40-46,SQ-MB-40-46,33.0
654,SQ-MB-40-46,SQ-MB-40-46,33.0
655,QS-LM-M02-Preto-40-46,01-QS-LM-02-PRETO,15.0
656,QS-LM-M02-Branco-40-46,02-QS-LM-02-BRANCO,15.0
657,QS-LM-M02-Branco-40-46,QS-LM-M02-Branco-40-46,15.0
658,MALG-M01-Cinza-40-46,MALG-M01-Cinza-40-46*1,15.0
659,MALG-M01-Cinza-40-46,MALG-M01-Cinza-escuro-38-46-1 Par,15.0
660,MALG-M01-Cinza-40-46,MALG-M01-Cinza-40-46,15.0
661,MALG-M01-Cinza-40-46,MALG-M01-Cinza-40-46,15.0
662,MALG-M01-Preto-40-46,MALG-M01-Preta-38-46-1 Par,15.0
663,MALG-M01-Preto-40-46,MALG-M01-Preto-38-46-1 Par,15.0
664,MALG-M01-Preto-40-46,MALG-M01-Preto-40-46,15.0
665,MALG-M01-Preto-40-46,MALG-M01-Preto-40-46,15.0
666,MALG-M01-Preto-40-46,MALG-M01-Preto-37-46-20 Pares,15.0
667,MALG-M01-Branco-40-46,MALG-M01-Branca-38-46-1 Par,15.0
668,MALG-M01-Branco-40-46,MALG-M01-Branco-40-46,15.0
669,MALG-M01-Branco-40-46,MALG-M01-Branco-40-46,15.0
670,MALG-MC-1-Azul-40-46,MALG-MC-1-Azul-40-46,15.0
671,MALG-MC-1-Azul-40-46,MALG-MC-1-Azul-40-46,15.0
672,MALG-MC-1-Cinza-40-46,MALG-MC-1-Cinza-40-46,15.0
673,MALG-MC-1-Cinza-40-46,MALG-MC-1-Cinza-40-46,15.0
674,MALG-MC-1-Cinza-40-46,MALG-MC-1-Cinza-40-46,15.0
675,MALG-MC-1-Cinza-40-46,MALG-MC-1-Cinza-40-46*3,15.0
676,MALG-MC-1-Preto-40-46,MALG-MC-1-Preto-40-46,15.0
677,MALG-MC-1-Preto-40-46,MALG-MC-1-Preto-40-46,15.0
678,MALG-MC-1-Preto-40-46,1734162141383656715,15.0
679,MALG-MC-1-Branco-40-46,MALG-MC-1-Branco-40-46,15.0
680,MALG-MC-1-Branco-40-46,MALG-MC-1-Branco-40-46,15.0
681,ME-10-Cachorro- Caramelo-35-40,1733691090775409931,15.0
682,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40,15.0
683,ME-10-Cachorro- Caramelo-35-40,ME-10-CACHORRO-CARAMELO-1PAR,15.0
684,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40-30-38-1 Par,15.0
685,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40-33-40-1 Par,28.1923
686,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40-30-38-1 Par,28.1923
687,ME-10-Cachorro-Rosa-35-40,ME-10-CACHORRO ROSA-1PAR,28.1923
688,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40,28.1923
689,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro Rosa-1 PAR,28.1923
690,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorrinha Lilas e Rosa-35-40,28.1923
691,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40,28.098
692,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40-33-40-1 Par,28.098
693,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40,28.098
694,ME-10-Unicornio-35-40,ME-10-UNICORNIO-1PAR,28.098
695,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40-30-38-1 Par,28.098
696,ME-10-Coelho-35-40,ME-10-COELHO-1  PAR,28.1923
697,ME-10-Coelho-35-40,ME-10-Coelho-35-40,28.1923
698,ME-10-Coelho-35-40,ME-10-Coelho-35-40,28.1923
699,ME-10-Coelho-35-40,ME-10-Coelho-32-40-1 Par,28.1923
700,ME-10-Coelho-35-40,ME-10-COELHO-1PAR,28.1923
701,ME-10-Coelho-35-40,ME-10-Coelho-35-40,28.1923
702,ME-10-Coelho-35-40,ME-10-Coelho-Rosa-35-40,28.1923
703,ME-10-Coelho-35-40,ME-10-Coelho-35-40,28.1923
704,ME-10-Coelho-35-40,ME-10-Coelho-35-40-30-38-1 Par,28.1923
705,ME-10-Coelho-35-40,ME-10-Coelho-35-40,28.1923
706,CC-FC04-Lilas -35-40,CC-FC04-Lilas -35-40,28.1923
707,CC-FC04-Azul-Claro -35-40,CC-FC04-Azul-Claro -35-40,28.1923
708,CC-FC04-Rosa-35-40,CC-FC04-Rosa-35-40,28.1923
709,CC-FC04-Cinza-35-40,CC-FC04-Cinza-35-40,28.1923
710,CC-FC04-Preto-35-40,CC-FC04-Preto-35-40,28.1923
711,CC-FC04-Branco-35-40,CC-FC04-Branco-35-40,28.0
712,MASG-MC-Azul -40-46,MASG-MC-Azul -40-46,28.098
713,MASG-MC-Azul -40-46,MASG-MC-Azul -40-46,28.098
714,MASG-MC-Azul -40-46,MASG-MC-Azul -40-46,28.098
715,MASG-MC-Azul -40-46,MASG-MC-Azul-38-46-Kit 1 Par,28.098
716,MASG-MC-Azul -40-46,MASG-MC,28.098
717,MASG-MC-Azul Escuro-40-46,MASG-MC-Azul Escuro-40-46,28.0
718,MASG-MC-Azul Escuro-40-46,MASG-MC-Azul Escuro-40-46,28.0
719,MASG-MC-Azul Escuro-40-46,MASG-MC-Azul Escuro-40-46,28.0
720,MASG-MC-Azul Escuro-40-46,MASG-MC-Azul Escuro-38-46-Kit 1 Par,28.0
721,MASG-MC-Vermelho-40-46,MASG-MC-Vermelho-40-46,28.1923
722,MASG-MC-Vermelho-40-46,MASG-MC-Vermelho-40-46,28.1923
723,MASG-MC-Vermelho-40-46,MASG-MC-Vermelho-40-46,28.1923
724,MASG-MC-Vermelho-40-46,MASG-MC-Vermelho-38-46-Kit 1 Par,28.1923
725,MASG-MC-Preto-40-46,MASG-MC-Preto-40-46,28.1923
726,MASG-MC-Preto-40-46,MASG-MC-Preto-40-46,28.1923
727,MASG-MC-Preto-40-46,MASG-MC-Preto-40-46,28.1923
728,MASG-MC-Preto-40-46,MASG-MC-Preto-38-46-Kit 1 Par,28.1923
729,MASG-MC-Preto-40-46,MASG-MC-Preto-38-46-Kit 1 Par,28.1923
730,MASG-MC-Preto-40-46,MASG-MC-Preto-38-46-Kit 3 Pares,28.1923
731,MASG-MC-Preto-40-46,MASG-MC-Azul Escuro-38-46-Kit 1 Par,28.1923
732,MASG-MC-Branco-40-46,MASG-MC-Branco-40-46,28.098
733,MASG-MC-Branco-40-46,MASG-MC-Branco-40-46,28.098
734,MASG-MC-Branco-40-46,MASG-MC-Branco-40-46,28.098
735,MASG-MC-Branco-40-46,MASG-MC-Branco-38-46-Kit 1 Par,28.098
736,MASG-MC-Branco-40-46,MASG-MC-Branco-38-46-Kit 1 Par,28.098
737,MALG-MC -Azul -40-46,MALG-MC -Azul -40-46,28.1923
738,MALG-MC -Azul -40-46,MALG-MC -Azul -40-46,28.1923
739,MALG-MC -Azul -40-46,MALG-MC-Azul-40-46-Peça Unitaria,28.1923
740,MALG-MC -Azul -40-46,MALG-MC-AZUL,28.1923
741,MALG-MC -Azul -40-46,MALG-MC-Azul-40-46-Peça Unitaria,28.1923
742,MALG-MC -Laranja-40-46,MALG-MC -Laranja-40-46,28.1923
743,MALG-MC -Laranja-40-46,MALG-MC -Laranja-40-46,28.1923
744,MALG-MC -Laranja-40-46,MALG-MC-Laranja-40-46-Peça Unitaria,28.1923
745,MALG-MC -Laranja-40-46,MALG-MC-LARANJA,28.1923
746,MALG-MC -Verde-40-46,MALG-MC -Verde-40-46,28.0
747,MALG-MC -Verde-40-46,MALG-MC -Verde-40-46,28.0
748,MALG-MC -Verde-40-46,MALG-MC-Verde-40-46-Peça Unitaria,28.0
749,MALG-MC -Verde-40-46,MALG-MC-VERDE,28.0
750,MALG-MC -Verde-40-46,MALG-MC-Verde-40-46-Peça Unitaria,28.0
751,MALG-MC -Vermelho-40-46,MALG-MC -Vermelho-40-46,25.0
752,MALG-MC -Vermelho-40-46,MALG-MC -Vermelho-40-46,25.0
753,MALG-MC -Vermelho-40-46,MALG-MC-Vermelho-40-46-Peça Unitaria,25.0
754,MALG-MC -Vermelho-40-46,MALG-MC-VERMELHO,25.0
755,MALG-MC -Preto-40-46,MALG-MC -Preto-40-46,25.0
756,MALG-MC -Preto-40-46,MALG-MC -Preto-40-46,25.0
757,MALG-MC -Preto-40-46,MALG-MC-Preto-40-46-Peça Unitaria,25.0
758,MALG-MC -Preto-40-46,MALG-MC-PRETO,25.0
759,MALG-MC -Preto-40-46,MALG-MC-Preto-40-46-Peça Unitaria,25.0
760,MALG-MC -Branco-40-46,MALG-MC -Branco-40-46,25.0
761,MALG-MC -Branco-40-46,MALG-MC -Branco-40-46,25.0
762,MALG-MC -Branco-40-46,MALG-MC-1-Branco-40-46,25.0
763,MALG-MC -Branco-40-46,MALG-MC-Branco-40-46-Peça Unitaria,25.0
764,MALG-MC -Branco-40-46,MALG-MC-BRANCO,25.0
765,MA-M-Azul -40-46,MA-M-Azul -40-46,25.0
766,MA-M-Azul -40-46,MA-M-Azul -40-46,25.0
767,MA-M-Azul -40-46,MA-M-Azul -40-46,25.0
768,MA-M-Azul -40-46,MA-M-Azul -40-46,25.0
769,MA-M-Azul -40-46,MA-M-AZUL,25.0
770,MA-M-Azul -40-46,MA-M-Azul-1 Par-40-46,25.0
771,MA-M-Azul -40-46,MA-M-Azul -40-46,25.0
772,MA-M-Verde-40-46,MA-M-Verde-40-46,25.0
773,MA-M-Verde-40-46,MA-M-Verde-40-46,25.0
774,MA-M-Verde-40-46,MA-M-Verde-40-46,25.0
775,MA-M-Verde-40-46,MA-M-Verde-40-46-1 Par,25.0
776,MA-M-Vermelho-40-46,MA-M-Vermelho-40-46,25.7987
777,MA-M-Vermelho-40-46,MA-M-Vermelho-40-46,25.7987
778,MA-M-Vermelho-40-46,MA-M-Vermelho-40-46,25.7987
779,MA-M-Vermelho-40-46,MA-M-VERMELHO,25.7987
780,MA-M-Vermelho-40-46,MA-M-Vermelho-1 Par-40-46,25.7987
781,MA-M-Preto-40-46,MA-M-Preto-40-46,25.1563
782,MA-M-Preto-40-46,MA-M-Preto-40-46,25.1563
783,MA-M-Preto-40-46,MA-M-Preto-40-46,25.1563
784,MA-M-Preto-40-46,MA-M-Preto-40-46,25.1563
785,MA-M-Preto-40-46,MA-M-Preto-40-46-1 Par,25.1563
786,MA-M-Preto-40-46,MA-M-Preto-40-46-1 Par,25.1563
787,MA-M-Preto-40-46,MA-M-PRETO,25.1563
788,MA-M-Preto-40-46,MA-M-Preto-40-46-1 Par,25.1563
789,MA-M-Preto-40-46,MA-M-Preto-1 Par-40-46,25.1563
790,MA-M-Preto-40-46,MA-M-Preto-40-46,25.1563
791,MA-M-Branco-40-46,MA-M-Branco-40-46,25.0
792,MA-M-Branco-40-46,MA-M-Branco-40-46,25.0
793,MA-M-Branco-40-46,MA-M-Branco-40-46,25.0
794,MA-M-Branco-40-46,MA-M-Branco-40-46,25.0
795,MA-M-Branco-40-46,MA-M-BRANCO,25.0
796,LG-FDD01 -Roxo-35-40,LG-FDD01 -Roxo-35-40,25.0
797,LG-FDD01 -Roxo-35-40,LG-FDD01-ROXO,25.0
798,LG-FDD01 -Branco Leitoso-35-40,LG-FDD01 -Branco Leitoso-35-40,25.0
799,LG-FDD01 -Rosa-Claro -35-40,LG-FDD01 -Rosa-Claro -35-40,25.08
800,LG-FDD01 -Rosa-35-40,LG-FDD01 -Rosa-35-40,25.0741
801,LG-FDD01 -Cinza-35-40,LG-FDD01 -Cinza-35-40,25.0807
802,LG-FDD01 -Verde-35-40,LG-FDD01 -Verde-35-40,25.5595
803,LG-FDD01 -Preto-35-40,LG-FDD01 -Preto-35-40,25.0
804,CM-F-K01-Branco-Leitoso-35-40,CM-F-K01-Branco-Leitoso-35-40,25.1191
805,CM-F-K01-Rosa-Bebê-Claro-35-40,CM-F-K01-Rosa-Bebê-Claro-35-40,25.1146
806,CM-F-K01-Rosa-Salmão-35-40,CM-F-K01-Rosa-Salmão-35-40,25.0345
807,LG-FLA-Preto-Cinza-35-40,LG-FLA-Preto-Cinza-35-40,27.1951
808,LG-FLA-Preto-Cinza-35-40,LG-FLA-Preto-Cinza-35-40,27.1951
809,LG-FLA-Chumbo-Cinza-35-40,LG-FLA-Chumbo-Cinza-35-40,27.0
810,LG-FLA-Chumbo-Cinza-35-40,LG-FLA-Chumbo Cinza-34-40-1 Par,27.0
811,LG-FLA-Rosa-Bege-35-40,LG-FLA-Rosa-Bege-35-40,27.381
812,LG-FLA-Rosa-Bege-35-40,LG-FLA-Rosa-Bege-35-40,27.381
813,LG-FLA-Preto-Chumbo -35-40,LG-FLA-Preto-Chumbo -35-40,25.0
814,LG-FLA-Cinza-Azul-35-40,LG-FLA-Cinza-Azul-35-40,25.5556
815,LG-FLA-Cinza-Azul-35-40,LG-FLA-Cinza-Azul-35-40,25.5556
816,LG-FLA-Preto-Rosa-35-40,LG-FLA-Preto-Rosa-35-40,25.2941
817,LG-FLA-Preto-Rosa-35-40,LG-FLA-Preto-Rosa-35-40,25.2941
818,LG-FLA-Lilas-Roxo-35-40,LG-FLA-Lilas-Roxo-35-40,25.5556
819,LG-FLA-Lilas-Roxo-35-40,LG-FLA-Lilas-Roxo-35-40,25.5556
820,LG-FLA-Branco-Azul-35-40,LG-FLA-Branco-Azul-35-40,25.0
821,LG-FLA-Branco-Azul-35-40,LG-FLA-Branco-Azul-35-40,25.0
822,LM-FX02-Branco Leitoso-35-40,LM-FX02-Branco Leitoso-35-40,18.0
823,LM-FX02-Cinza-Mesclado -35-40,LM-FX02-Cinza-Mesclado -35-40,18.0
824,LM-FX02-Azul -35-40,LM-FX02-Azul -35-40,18.0
825,LM-FX02-Cinza-35-40,LM-FX02-Cinza-35-40,18.0
826,LM-FX02-Preto-35-40,LM-FX02-Preto-35-40,18.0
827,LM-FX02-Rosa-35-40,LM-FX02-Rosa-35-40,29.7
828,AS-F-Cinza-Listrado-35-40,AS-F-Cinza-Listrado-35-40,29.7
829,AS-F-Cinza-Listrado-35-40,AS-F-Cinza-Listrado-35-40,29.7
830,AS-F-Cinza-Listrado-35-40,AS-F-Cinza-Listrado-35-40,29.7
831,AS-F-Cinza-Listrado-35-40,AS-F-Kit 1 Par Sortido-35-40,29.7
832,AS-F-Cinza-Listrado-35-40,AS-F-Cinza-Listrado-35-40,29.7
833,AS-F-Rosa-Sorvete-35-40,AS-F-Rosa-Sorvete-35-40,6.0
834,AS-F-Rosa-Sorvete-35-40,AS-F-Rosa-Sorvete-35-40,6.0
835,AS-F-Rosa-Sorvete-35-40,AS-F-Rosa-Sorvete-35-40,6.0
836,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40,6.0
